@RELATION skin_train1


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE class REAL


@DATA
122,160,214,1
200,199,161,-1
136,134,80,-1
179,176,131,-1
187,184,146,-1
175,171,123,-1
145,146,96,-1
21,17,0,-1
130,169,221,1
179,176,132,-1
20,15,6,-1
202,201,163,-1
242,204,172,-1
248,250,250,-1
131,131,131,-1
112,150,214,1
163,162,112,-1
172,171,121,-1
117,155,227,1
82,53,216,-1
181,180,136,-1
130,154,214,1
117,151,221,1
74,74,58,-1
52,56,20,-1
184,184,138,-1
4,3,5,-1
177,174,129,-1
153,160,123,-1
143,83,101,-1
157,176,233,1
177,175,127,-1
184,182,141,-1
52,53,14,-1
176,174,126,-1
132,131,247,-1
63,68,29,-1
150,187,245,1
177,176,126,-1
148,153,108,-1
138,142,93,-1
123,163,222,1
159,158,107,-1
13,255,255,-1
52,56,21,-1
151,195,254,1
54,36,213,-1
173,171,123,-1
124,98,82,-1
79,255,252,-1
58,61,12,-1
137,172,222,1
222,155,158,-1
157,161,126,-1
178,175,131,-1
139,142,87,-1
94,68,245,-1
181,180,136,-1
191,204,250,1
164,162,114,-1
138,138,90,-1
174,170,122,-1
179,180,138,-1
185,183,135,-1
77,80,35,-1
176,174,126,-1
255,253,184,-1
44,48,13,-1
49,55,20,-1
146,188,255,1
56,102,149,1
50,19,180,-1
123,118,73,-1
44,87,74,-1
81,51,200,-1
136,140,91,-1
109,108,50,-1
151,156,111,-1
3,4,0,-1
200,198,163,-1
124,127,182,1
104,106,60,-1
14,13,3,-1
175,173,125,-1
163,163,115,-1
32,33,17,-1
182,182,136,-1
54,58,23,-1
109,217,241,-1
112,114,62,-1
174,172,124,-1
194,90,115,-1
0,1,0,-1
37,38,6,-1
240,140,175,-1
196,195,157,-1
171,170,119,-1
91,69,248,-1
141,141,87,-1
173,172,122,-1
117,116,58,-1
32,33,7,-1
113,146,215,1
255,255,249,-1
52,53,13,-1
126,151,177,1
89,95,148,1
135,176,225,1
179,176,132,-1
53,54,20,-1
198,198,158,-1
56,59,20,-1
99,127,187,1
15,14,4,-1
51,56,17,-1
75,116,195,1
158,176,237,1
177,174,129,-1
185,166,145,-1
58,166,90,-1
155,159,118,-1
172,171,121,-1
46,101,152,1
141,139,85,-1
40,41,9,-1
172,187,233,1
1,2,0,-1
88,88,64,-1
191,192,148,-1
58,116,245,-1
161,160,109,-1
164,163,113,-1
181,176,131,-1
28,30,18,-1
172,170,122,-1
50,49,15,-1
128,133,132,-1
197,195,160,-1
111,149,203,1
4,3,0,-1
199,197,162,-1
146,186,251,1
200,198,163,-1
140,139,81,-1
196,195,157,-1
173,172,122,-1
200,198,163,-1
45,46,12,-1
62,67,22,-1
164,162,114,-1
195,194,160,-1
198,196,162,-1
163,161,107,-1
115,114,56,-1
172,171,121,-1
182,177,144,-1
200,198,163,-1
180,177,132,-1
183,180,136,-1
226,103,69,-1
14,14,0,-1
63,64,24,-1
162,178,231,1
189,171,118,-1
157,160,128,-1
151,188,250,1
40,0,144,-1
120,154,213,1
198,198,158,-1
179,177,129,-1
223,207,194,-1
176,173,128,-1
191,185,142,-1
121,156,212,1
176,175,131,-1
165,163,115,-1
93,96,41,-1
165,163,115,-1
172,169,124,-1
117,115,61,-1
186,187,145,-1
54,55,21,-1
67,160,69,-1
168,166,112,-1
47,89,142,1
179,177,129,-1
187,204,253,1
12,12,12,-1
167,166,116,-1
152,189,227,1
142,140,86,-1
152,155,106,-1
52,24,231,-1
253,255,254,-1
142,168,234,1
98,148,224,1
200,198,158,-1
82,79,41,-1
72,75,30,-1
163,164,114,-1
10,9,5,-1
178,176,128,-1
184,201,250,1
192,191,153,-1
155,173,220,1
138,139,89,-1
56,59,20,-1
190,191,147,-1
244,234,224,-1
167,183,226,1
174,172,124,-1
35,37,7,-1
130,133,188,1
182,179,134,-1
199,197,162,-1
153,123,42,-1
113,115,56,-1
175,174,124,-1
136,139,90,-1
197,195,160,-1
61,121,191,1
66,101,87,-1
107,112,57,-1
198,198,158,-1
161,161,113,-1
4,2,1,-1
165,164,113,-1
50,32,169,-1
34,15,232,-1
163,163,115,-1
158,163,118,-1
157,159,113,-1
48,88,136,1
148,180,229,1
197,195,161,-1
175,172,134,-1
54,81,215,-1
164,162,114,-1
113,215,210,-1
64,129,198,1
25,74,54,-1
174,171,126,-1
179,176,131,-1
164,162,114,-1
17,13,2,-1
108,98,111,-1
13,10,5,-1
150,152,100,-1
173,189,236,1
159,179,236,1
94,129,193,1
197,197,157,-1
106,67,169,-1
96,134,198,1
132,135,90,-1
184,183,139,-1
149,147,93,-1
206,215,255,1
72,74,55,-1
69,71,25,-1
178,175,131,-1
77,76,26,-1
155,156,122,-1
41,24,58,-1
88,86,32,-1
201,200,162,-1
212,220,255,1
88,200,236,-1
0,2,173,-1
4,0,72,-1
142,141,85,-1
147,186,254,1
150,95,218,-1
136,157,219,1
35,34,8,-1
116,115,65,-1
157,193,255,1
67,70,38,-1
167,165,111,-1
166,180,233,1
48,18,225,-1
6,0,198,-1
16,10,3,-1
65,98,77,-1
196,195,157,-1
19,22,0,-1
188,187,153,-1
104,154,220,1
136,138,96,-1
157,194,255,1
54,79,143,1
90,86,37,-1
149,151,99,-1
34,38,19,-1
31,31,17,-1
179,177,129,-1
121,167,214,1
182,179,141,-1
53,54,20,-1
168,168,120,-1
62,62,22,-1
64,79,142,1
182,177,132,-1
144,186,245,1
153,152,94,-1
19,16,2,-1
182,179,135,-1
158,161,122,-1
200,197,152,-1
157,155,101,-1
1,249,255,-1
0,184,0,-1
179,174,129,-1
53,95,142,1
73,68,53,-1
116,114,74,-1
109,64,51,-1
95,13,1,-1
191,192,150,-1
20,17,2,-1
141,140,82,-1
40,40,24,-1
46,89,132,1
58,25,236,-1
163,197,255,1
199,197,162,-1
155,159,107,-1
164,163,113,-1
119,64,49,-1
160,162,120,-1
126,125,67,-1
37,40,8,-1
61,84,132,1
196,194,159,-1
177,176,142,-1
133,25,138,-1
154,154,108,-1
71,93,134,1
200,198,163,-1
125,157,228,1
49,124,198,1
139,178,230,1
255,128,0,-1
117,71,160,-1
55,109,170,1
1,135,105,-1
69,71,52,-1
133,160,227,1
188,186,146,-1
144,143,87,-1
180,179,135,-1
61,59,11,-1
124,108,161,-1
21,19,1,-1
61,128,189,1
129,165,229,1
180,179,135,-1
55,56,17,-1
163,163,117,-1
10,7,2,-1
173,144,93,-1
171,170,119,-1
108,21,101,-1
168,181,225,1
114,226,248,-1
85,132,213,1
153,192,254,1
56,61,22,-1
182,179,135,-1
117,159,212,1
143,141,87,-1
130,155,229,1
184,183,139,-1
199,197,162,-1
167,163,115,-1
16,16,0,-1
20,20,4,-1
172,165,116,-1
87,89,43,-1
98,161,135,-1
92,98,151,1
69,126,187,1
116,151,217,1
4,2,1,-1
255,128,0,-1
145,143,89,-1
58,60,24,-1
100,148,220,1
72,72,24,-1
189,188,144,-1
3,7,0,-1
150,152,100,-1
4,19,151,-1
0,0,1,-1
3,4,0,-1
149,187,251,1
96,146,218,1
14,13,3,-1
97,137,202,1
53,53,17,-1
185,183,142,-1
172,172,126,-1
11,9,1,-1
124,162,220,1
197,196,158,-1
164,171,226,1
138,138,90,-1
201,200,162,-1
172,183,235,1
158,194,254,1
34,90,139,1
199,197,162,-1
200,199,201,-1
177,174,123,-1
167,181,234,1
124,157,226,1
48,64,123,1
53,54,20,-1
197,196,158,-1
42,94,154,1
48,90,135,1
112,159,227,1
189,190,146,-1
153,156,107,-1
34,78,65,-1
173,172,122,-1
174,173,123,-1
124,161,223,1
173,169,128,-1
103,152,226,1
176,174,120,-1
70,73,27,-1
186,184,143,-1
46,35,21,-1
17,14,0,-1
204,202,168,-1
122,123,179,1
90,90,36,-1
3,6,4,-1
200,198,163,-1
152,159,176,-1
197,195,161,-1
20,17,3,-1
42,43,11,-1
91,66,246,-1
125,167,220,1
55,56,22,-1
19,16,2,-1
189,149,250,-1
165,163,115,-1
55,58,9,-1
200,197,159,-1
172,172,132,-1
199,197,162,-1
191,189,148,-1
179,179,133,-1
145,159,225,1
157,160,115,-1
255,0,128,-1
158,157,101,-1
178,175,131,-1
138,141,92,-1
210,204,209,-1
252,222,221,-1
70,105,169,1
123,156,225,1
153,174,235,1
99,84,75,-1
140,140,86,-1
152,155,106,-1
70,69,43,-1
183,180,135,-1
0,255,255,-1
183,180,136,-1
47,95,143,1
105,148,215,1
185,176,133,-1
101,120,231,-1
106,120,232,-1
151,156,111,-1
16,14,3,-1
202,201,163,-1
37,37,19,-1
177,174,129,-1
172,171,121,-1
199,198,160,-1
81,83,31,-1
225,208,75,-1
251,250,192,-1
61,124,192,1
15,13,2,-1
35,34,8,-1
175,173,125,-1
56,57,23,-1
159,163,121,-1
111,110,52,-1
136,139,89,-1
198,196,161,-1
178,175,131,-1
182,179,135,-1
133,133,187,1
178,175,131,-1
153,158,189,-1
182,179,135,-1
108,107,49,-1
158,157,101,-1
136,139,90,-1
180,179,135,-1
171,165,118,-1
182,181,137,-1
32,33,7,-1
96,141,222,1
15,14,0,-1
184,183,139,-1
131,6,132,-1
37,36,2,-1
111,117,170,1
61,62,18,-1
119,164,231,1
163,164,114,-1
65,68,23,-1
18,16,0,-1
60,63,47,-1
187,148,39,-1
145,163,228,1
145,145,91,-1
175,173,125,-1
92,10,0,-1
2,1,3,-1
133,135,99,-1
61,65,24,-1
53,55,19,-1
110,109,53,-1
205,204,170,-1
53,52,14,-1
158,157,101,-1
177,173,132,-1
179,177,129,-1
0,0,255,-1
187,185,145,-1
129,150,231,1
39,255,245,-1
144,146,94,-1
200,198,163,-1
0,128,0,-1
180,178,130,-1
74,86,144,1
197,196,158,-1
93,143,219,1
178,175,131,-1
178,175,131,-1
182,179,135,-1
177,174,129,-1
61,23,237,-1
132,135,96,-1
193,192,154,-1
1,2,0,-1
164,162,114,-1
116,167,229,1
181,178,133,-1
16,16,0,-1
148,162,228,1
11,2,5,-1
86,122,192,1
61,65,24,-1
157,157,133,-1
6,7,3,-1
15,15,1,-1
2,2,2,-1
178,178,132,-1
90,67,249,-1
170,169,118,-1
52,51,17,-1
28,24,6,-1
153,173,228,1
21,3,0,-1
199,197,162,-1
68,69,25,-1
10,7,3,-1
138,80,91,-1
255,0,255,-1
172,182,236,1
13,12,8,-1
150,149,93,-1
24,25,0,-1
180,183,134,-1
240,225,223,-1
142,141,85,-1
52,57,28,-1
180,177,132,-1
176,173,128,-1
157,194,255,1
200,198,163,-1
218,108,80,-1
179,177,129,-1
176,174,126,-1
28,23,2,-1
4,3,0,-1
100,147,221,1
173,179,126,-1
67,67,19,-1
150,150,102,-1
202,201,163,-1
202,200,165,-1
55,56,22,-1
90,143,223,1
172,169,124,-1
133,133,133,-1
10,11,9,-1
117,154,214,1
162,161,110,-1
80,52,211,-1
2,2,0,-1
162,161,111,-1
178,175,131,-1
154,188,242,1
83,89,130,1
162,165,120,-1
164,164,124,-1
201,200,162,-1
4,2,2,-1
142,144,92,-1
55,60,21,-1
59,60,20,-1
166,166,120,-1
180,177,132,-1
196,194,159,-1
53,57,16,-1
233,225,212,-1
177,176,126,-1
0,46,99,-1
26,40,36,-1
12,15,0,-1
181,178,134,-1
109,143,203,1
88,128,181,1
11,4,179,-1
122,121,71,-1
167,166,115,-1
173,174,130,-1
103,145,216,1
54,79,143,1
189,187,146,-1
190,163,143,-1
133,169,223,1
177,174,129,-1
171,170,120,-1
61,166,91,-1
155,158,109,-1
176,174,126,-1
162,164,128,-1
128,255,255,-1
57,62,23,-1
176,174,120,-1
165,181,227,1
107,108,58,-1
132,135,90,-1
139,178,246,1
54,55,21,-1
4,0,72,-1
50,53,21,-1
57,59,23,-1
185,172,128,-1
178,176,128,-1
167,166,115,-1
199,196,165,-1
73,71,31,-1
98,136,194,1
123,124,62,-1
159,164,113,-1
121,155,214,1
166,165,115,-1
120,160,212,1
38,80,49,-1
165,161,112,-1
181,178,134,-1
44,45,13,-1
37,37,7,-1
185,184,140,-1
0,0,182,-1
173,187,240,1
140,139,88,-1
85,112,255,-1
142,145,100,-1
4,2,168,-1
67,68,24,-1
85,83,53,-1
201,199,164,-1
170,184,237,1
162,190,254,1
49,72,128,1
165,163,115,-1
83,84,34,-1
64,66,37,-1
37,36,26,-1
94,89,151,-1
5,152,255,-1
172,170,122,-1
119,80,1,-1
157,161,126,-1
47,103,162,1
137,138,88,-1
57,59,23,-1
200,195,162,-1
65,66,24,-1
62,62,22,-1
193,193,153,-1
63,63,63,-1
136,172,226,1
40,43,17,-1
103,144,206,1
140,144,95,-1
127,158,227,1
177,175,127,-1
239,201,167,-1
144,167,229,1
18,15,1,-1
251,239,233,-1
54,55,21,-1
82,80,26,-1
145,142,87,-1
207,175,139,-1
146,190,251,1
113,155,222,1
134,178,242,1
164,163,113,-1
4,2,1,-1
102,97,158,-1
100,102,43,-1
199,197,162,-1
90,191,189,-1
2,0,0,-1
90,120,185,1
116,160,224,1
21,18,4,-1
140,143,94,-1
92,94,42,-1
150,186,255,1
196,194,159,-1
176,174,126,-1
166,162,114,-1
119,120,58,-1
165,199,255,1
182,179,135,-1
163,166,121,-1
36,36,6,-1
158,162,127,-1
173,172,122,-1
159,197,239,1
10,141,174,-1
0,0,0,-1
4,1,0,-1
137,141,92,-1
17,18,16,-1
118,157,212,1
77,72,27,-1
165,164,114,-1
252,254,254,-1
228,212,206,-1
179,176,131,-1
128,167,222,1
130,170,229,1
179,176,132,-1
250,213,199,-1
164,162,114,-1
142,141,85,-1
110,157,219,1
96,92,39,-1
172,171,121,-1
79,80,36,-1
204,216,252,1
118,117,59,-1
74,76,30,-1
0,2,0,-1
152,190,255,1
165,168,119,-1
100,101,45,-1
154,154,106,-1
58,57,36,-1
108,155,223,1
118,149,224,1
161,174,128,-1
45,49,14,-1
176,174,126,-1
125,156,217,1
141,179,244,1
62,62,22,-1
197,196,158,-1
105,105,51,-1
160,162,116,-1
178,174,133,-1
158,163,124,-1
255,127,255,-1
182,180,132,-1
178,179,137,-1
155,159,118,-1
131,132,90,-1
177,175,127,-1
188,134,151,-1
18,20,14,-1
163,161,113,-1
159,162,123,-1
55,61,20,-1
54,55,21,-1
164,162,114,-1
171,169,121,-1
25,61,49,-1
20,20,2,-1
173,168,119,-1
98,91,152,-1
113,151,223,1
175,167,120,-1
11,9,1,-1
56,109,172,1
153,191,255,1
94,68,245,-1
89,87,33,-1
62,62,22,-1
15,15,3,-1
32,0,137,-1
251,255,245,-1
111,155,208,1
163,162,111,-1
93,142,216,1
191,187,146,-1
0,137,105,-1
126,159,208,1
177,192,241,1
33,34,8,-1
121,156,222,1
190,189,151,-1
207,98,96,-1
111,152,215,1
105,154,224,1
2,0,0,-1
127,129,87,-1
125,157,222,1
173,143,94,-1
170,167,122,-1
127,174,230,1
179,176,131,-1
5,0,186,-1
51,55,19,-1
35,38,6,-1
153,154,110,-1
201,200,162,-1
103,102,46,-1
69,70,26,-1
0,137,106,-1
128,130,88,-1
77,90,58,-1
53,56,17,-1
122,88,82,-1
70,89,132,1
178,175,131,-1
177,194,237,1
131,164,227,1
75,76,42,-1
66,67,23,-1
199,197,163,-1
181,178,133,-1
111,114,64,-1
104,151,225,1
173,172,121,-1
54,55,21,-1
169,169,129,-1
145,144,88,-1
201,200,162,-1
151,154,108,-1
133,138,107,-1
138,139,99,-1
244,249,252,-1
159,156,105,-1
117,116,58,-1
70,73,27,-1
114,113,55,-1
52,52,52,-1
142,145,99,-1
177,174,129,-1
140,143,93,-1
140,173,223,1
180,175,130,-1
161,159,105,-1
0,16,1,-1
110,148,206,1
165,161,112,-1
27,97,80,-1
165,164,113,-1
67,68,28,-1
179,177,136,-1
52,104,157,1
162,162,116,-1
107,120,230,-1
182,182,134,-1
152,172,23,-1
184,183,139,-1
154,184,231,1
200,198,163,-1
10,8,7,-1
155,167,221,1
121,153,212,1
118,121,176,1
130,132,90,-1
16,14,3,-1
149,157,217,1
102,140,205,1
55,59,18,-1
109,114,59,-1
198,207,251,1
194,193,155,-1
15,13,2,-1
68,69,27,-1
178,174,125,-1
27,51,41,-1
86,84,30,-1
149,161,225,1
181,177,136,-1
98,87,97,-1
152,192,255,1
200,197,159,-1
179,177,129,-1
62,66,25,-1
131,149,178,1
4,5,0,-1
49,88,67,-1
149,151,99,-1
15,14,4,-1
148,184,254,1
119,118,60,-1
137,140,91,-1
195,178,169,-1
164,163,113,-1
172,171,121,-1
126,161,225,1
146,148,96,-1
175,173,125,-1
178,175,131,-1
112,150,208,1
181,178,133,-1
56,61,22,-1
180,177,132,-1
182,179,135,-1
131,157,174,1
116,119,174,1
63,68,23,-1
74,108,184,1
180,176,128,-1
170,176,235,1
179,176,131,-1
205,204,170,-1
124,158,212,1
121,124,69,-1
79,82,33,-1
199,197,162,-1
183,183,135,-1
129,131,89,-1
15,10,7,-1
96,93,42,-1
86,86,62,-1
219,173,156,-1
64,57,18,-1
171,170,120,-1
1,1,1,-1
0,18,155,-1
136,162,228,1
112,115,65,-1
205,213,253,1
54,95,144,1
138,178,243,1
157,194,255,1
15,14,0,-1
165,163,115,-1
119,149,226,1
198,194,159,-1
76,75,49,-1
182,179,135,-1
174,174,126,-1
198,196,162,-1
135,138,123,-1
177,175,127,-1
102,105,79,-1
33,35,6,-1
54,99,150,1
20,18,0,-1
163,162,111,-1
26,26,8,-1
53,57,22,-1
182,176,131,-1
140,144,95,-1
179,174,129,-1
143,145,103,-1
81,182,180,-1
91,69,248,-1
199,197,162,-1
19,10,1,-1
197,196,158,-1
141,181,246,1
172,171,121,-1
156,158,112,-1
51,53,17,-1
222,206,194,-1
178,174,133,-1
177,174,129,-1
98,139,201,1
176,177,135,-1
157,161,126,-1
16,7,188,-1
60,62,20,-1
196,195,157,-1
132,149,212,1
77,80,31,-1
44,96,72,-1
152,156,114,-1
138,174,234,1
150,166,232,1
170,166,118,-1
132,161,235,1
120,118,84,-1
244,248,243,-1
61,30,247,-1
2,8,0,-1
140,139,81,-1
134,174,226,1
199,197,162,-1
161,163,121,-1
107,82,250,-1
172,171,121,-1
145,169,229,1
140,140,86,-1
51,53,17,-1
123,155,221,1
65,72,35,-1
72,73,29,-1
0,110,250,-1
42,91,141,1
0,3,168,-1
248,250,250,-1
53,57,22,-1
148,185,253,1
92,181,148,-1
174,187,239,1
183,180,136,-1
199,199,159,-1
187,186,142,-1
172,171,121,-1
163,161,113,-1
162,160,112,-1
153,157,121,-1
142,141,85,-1
124,157,220,1
199,199,159,-1
185,171,159,-1
136,139,90,-1
64,100,148,1
61,63,27,-1
176,174,126,-1
73,74,32,-1
123,123,75,-1
1,1,1,-1
157,160,128,-1
41,86,67,-1
5,6,0,-1
178,175,131,-1
73,150,76,-1
170,166,117,-1
140,140,86,-1
39,37,7,-1
72,87,126,1
197,195,160,-1
183,181,133,-1
195,193,152,-1
201,199,164,-1
135,135,135,-1
61,26,237,-1
87,85,31,-1
167,165,117,-1
184,181,136,-1
7,5,4,-1
171,170,119,-1
33,91,66,-1
180,181,139,-1
0,1,2,-1
153,156,111,-1
150,149,93,-1
18,15,0,-1
55,56,22,-1
63,124,190,1
34,33,7,-1
171,170,120,-1
180,177,133,-1
106,131,165,1
151,189,253,1
139,179,244,1
181,178,134,-1
80,88,128,1
103,140,208,1
169,167,119,-1
151,152,102,-1
202,201,163,-1
102,139,207,1
36,37,11,-1
158,175,226,1
11,53,35,-1
201,200,162,-1
172,171,121,-1
34,33,23,-1
92,90,36,-1
21,22,12,-1
69,73,32,-1
167,158,114,-1
178,176,128,-1
203,213,253,1
164,163,113,-1
186,196,243,1
192,192,152,-1
53,55,19,-1
177,175,127,-1
201,200,162,-1
40,81,120,1
55,59,24,-1
174,162,150,-1
157,161,126,-1
148,186,250,1
69,68,30,-1
94,69,249,-1
199,197,166,-1
194,105,155,-1
122,157,221,1
173,189,235,1
200,198,163,-1
199,197,162,-1
121,173,35,-1
178,175,131,-1
182,178,137,-1
157,171,223,1
55,56,24,-1
151,153,94,-1
127,158,227,1
58,113,170,1
42,41,7,-1
141,140,84,-1
100,137,189,1
193,194,152,-1
69,84,146,1
51,96,153,1
175,173,125,-1
147,39,145,-1
52,94,141,1
194,194,154,-1
148,187,249,1
108,145,203,1
162,166,125,-1
64,65,21,-1
161,160,110,-1
169,170,126,-1
255,128,0,-1
26,17,144,-1
202,211,255,1
151,133,80,-1
178,174,133,-1
173,180,173,-1
54,55,21,-1
116,148,207,1
199,198,160,-1
60,122,186,1
183,182,138,-1
81,113,189,1
182,178,137,-1
158,170,228,1
183,180,136,-1
139,140,90,-1
164,202,237,1
151,153,101,-1
62,63,19,-1
81,50,207,-1
53,53,17,-1
172,172,126,-1
169,165,116,-1
255,128,0,-1
153,155,109,-1
34,35,9,-1
149,152,103,-1
118,155,213,1
135,171,219,1
183,181,133,-1
171,170,119,-1
174,172,124,-1
97,145,223,1
140,139,88,-1
196,195,157,-1
172,187,243,1
195,194,150,-1
90,92,40,-1
1,138,106,-1
196,122,66,-1
201,200,162,-1
53,53,17,-1
101,96,157,-1
27,25,17,-1
88,90,38,-1
124,125,75,-1
183,89,123,-1
119,148,222,1
157,174,225,1
85,53,212,-1
57,59,23,-1
178,175,131,-1
89,133,216,1
61,123,187,1
164,163,113,-1
63,64,24,-1
99,96,45,-1
128,133,88,-1
145,157,221,1
163,162,112,-1
101,102,52,-1
180,179,135,-1
65,26,242,-1
215,199,192,-1
162,160,120,-1
154,157,108,-1
250,241,255,-1
63,109,173,1
66,65,31,-1
160,164,129,-1
248,250,250,-1
178,175,130,-1
63,65,43,-1
65,119,180,1
164,163,113,-1
92,140,204,1
48,49,33,-1
162,160,112,-1
197,194,149,-1
173,173,127,-1
194,193,155,-1
56,57,18,-1
15,14,0,-1
0,9,161,-1
71,85,133,1
151,155,114,-1
134,173,225,1
59,123,194,1
52,103,165,1
100,93,154,-1
55,56,22,-1
255,0,128,-1
102,150,222,1
38,35,7,-1
150,188,252,1
67,68,26,-1
71,71,57,-1
77,76,42,-1
197,195,160,-1
164,162,114,-1
169,169,121,-1
50,105,150,1
70,66,17,-1
136,139,93,-1
182,179,135,-1
7,0,9,-1
35,34,8,-1
61,60,16,-1
254,248,235,-1
196,195,157,-1
55,56,22,-1
3,6,0,-1
76,89,127,1
139,141,89,-1
142,142,156,-1
115,153,218,1
164,162,114,-1
93,91,37,-1
238,120,249,-1
59,57,26,-1
45,43,32,-1
140,139,83,-1
110,109,53,-1
60,108,160,1
16,14,3,-1
183,182,138,-1
55,96,145,1
151,150,99,-1
183,179,138,-1
197,195,160,-1
151,166,228,1
104,149,222,1
56,103,154,1
177,172,127,-1
188,187,143,-1
196,192,157,-1
175,172,127,-1
83,85,43,-1
157,161,126,-1
181,177,136,-1
183,179,138,-1
59,60,21,-1
111,114,65,-1
67,158,102,-1
171,171,125,-1
33,26,183,-1
172,168,119,-1
110,150,209,1
147,147,87,-1
63,62,24,-1
72,71,27,-1
57,89,138,1
47,104,155,1
61,62,28,-1
157,194,255,1
19,16,1,-1
142,180,222,1
119,118,60,-1
48,50,14,-1
201,199,164,-1
93,32,22,-1
112,113,63,-1
182,179,135,-1
147,152,155,-1
146,148,96,-1
135,138,93,-1
0,0,175,-1
47,106,252,-1
172,171,121,-1
113,114,58,-1
138,140,88,-1
200,198,163,-1
109,106,55,-1
157,160,121,-1
