@RELATION skin_train0


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE class REAL


@DATA
69,124,193,1
176,173,128,-1
136,138,92,-1
151,151,103,-1
255,249,194,-1
142,163,231,1
179,177,129,-1
150,152,100,-1
37,93,70,-1
96,142,219,1
200,198,167,-1
79,88,126,1
142,114,97,-1
176,174,126,-1
48,49,10,-1
255,251,181,-1
97,97,43,-1
5,129,5,-1
171,171,125,-1
90,28,17,-1
165,163,115,-1
71,75,26,-1
130,141,85,-1
1,183,0,-1
182,179,134,-1
237,242,245,-1
145,143,89,-1
38,121,96,-1
129,133,97,-1
150,150,102,-1
199,198,160,-1
169,182,228,1
99,75,239,-1
142,145,96,-1
66,67,23,-1
22,16,3,-1
176,175,125,-1
167,163,114,-1
163,160,109,-1
165,182,225,1
162,159,108,-1
182,179,135,-1
115,114,56,-1
4,188,4,-1
107,93,121,-1
136,139,90,-1
190,188,148,-1
181,178,134,-1
171,170,120,-1
10,10,0,-1
157,195,255,1
95,99,70,-1
169,169,123,-1
183,195,199,-1
106,141,207,1
157,162,123,-1
178,176,128,-1
54,54,18,-1
173,172,122,-1
60,60,42,-1
176,175,125,-1
113,152,214,1
52,56,20,-1
81,84,35,-1
181,179,139,-1
45,48,46,-1
55,20,7,-1
61,65,24,-1
55,56,22,-1
0,191,1,-1
205,105,127,-1
54,44,250,-1
148,149,99,-1
223,192,223,-1
106,94,106,-1
160,157,212,-1
163,162,112,-1
123,153,212,1
115,115,67,-1
186,187,145,-1
201,200,162,-1
195,192,154,-1
37,37,7,-1
117,120,175,1
157,161,126,-1
24,24,0,-1
180,175,130,-1
47,45,235,-1
48,65,51,-1
56,102,166,1
171,167,119,-1
176,176,140,-1
163,162,112,-1
80,119,194,1
138,136,96,-1
131,134,89,-1
70,70,54,-1
106,141,207,1
177,176,126,-1
196,195,157,-1
173,172,122,-1
171,170,120,-1
46,92,140,1
154,160,119,-1
128,160,226,1
145,184,252,1
11,129,4,-1
83,85,33,-1
65,122,183,1
193,193,153,-1
170,172,120,-1
199,197,162,-1
177,175,127,-1
159,195,255,1
163,162,112,-1
203,202,168,-1
179,176,131,-1
0,0,255,-1
168,167,117,-1
170,186,229,1
150,151,101,-1
45,45,29,-1
149,154,109,-1
161,159,111,-1
36,31,16,-1
73,74,35,-1
168,81,119,-1
20,17,2,-1
180,178,130,-1
179,174,129,-1
131,131,107,-1
51,56,17,-1
15,13,12,-1
136,139,90,-1
197,197,157,-1
170,170,124,-1
226,156,89,-1
54,95,144,1
199,197,162,-1
201,199,164,-1
11,5,166,-1
44,48,13,-1
200,199,161,-1
113,116,67,-1
53,21,222,-1
178,178,132,-1
178,175,131,-1
203,201,167,-1
163,162,112,-1
56,103,155,1
94,94,40,-1
229,234,237,-1
75,75,27,-1
144,187,250,1
179,177,129,-1
36,82,59,-1
229,107,77,-1
180,173,124,-1
167,164,113,-1
146,144,90,-1
32,28,23,-1
195,194,156,-1
178,178,132,-1
138,141,96,-1
183,157,97,-1
93,92,48,-1
74,76,30,-1
129,132,87,-1
182,179,135,-1
197,196,158,-1
113,240,225,-1
164,77,163,-1
184,183,139,-1
198,197,169,-1
171,188,237,1
204,204,168,-1
177,177,129,-1
180,179,135,-1
154,192,255,1
136,139,90,-1
144,161,224,1
172,168,120,-1
198,196,161,-1
202,200,165,-1
117,154,214,1
180,179,135,-1
124,125,181,1
114,117,68,-1
157,194,255,1
187,189,147,-1
169,176,133,-1
177,174,129,-1
53,56,17,-1
67,70,25,-1
55,97,150,1
144,143,109,-1
180,175,130,-1
146,139,90,-1
139,138,82,-1
179,177,129,-1
197,195,160,-1
61,125,189,1
20,17,2,-1
117,120,65,-1
165,164,114,-1
164,163,113,-1
31,29,18,-1
138,141,92,-1
185,184,140,-1
185,186,144,-1
123,145,86,-1
184,181,136,-1
140,143,94,-1
221,210,202,-1
198,198,158,-1
147,149,97,-1
38,0,142,-1
85,87,35,-1
163,163,127,-1
172,169,124,-1
51,53,17,-1
171,171,131,-1
178,175,131,-1
0,5,180,-1
157,160,115,-1
116,115,57,-1
72,74,28,-1
19,16,2,-1
183,182,132,-1
201,200,162,-1
59,63,21,-1
183,181,133,-1
170,168,120,-1
81,36,253,-1
68,69,25,-1
134,171,223,1
111,108,63,-1
192,142,154,-1
32,33,7,-1
77,80,31,-1
63,66,21,-1
195,193,152,-1
179,176,132,-1
152,174,239,1
49,50,10,-1
95,99,152,1
177,176,142,-1
95,141,219,1
2,1,0,-1
61,66,27,-1
178,178,132,-1
155,156,106,-1
128,167,219,1
115,116,90,-1
4,4,4,-1
139,137,96,-1
163,177,230,1
161,162,112,-1
197,198,159,-1
14,8,1,-1
146,148,102,-1
6,6,0,-1
170,171,121,-1
178,178,132,-1
190,184,139,-1
137,139,93,-1
140,162,228,1
90,87,143,-1
164,162,114,-1
157,161,125,-1
70,80,120,1
140,143,97,-1
203,202,168,-1
155,191,255,1
124,127,95,-1
131,170,222,1
59,38,191,-1
178,194,240,1
172,171,121,-1
201,199,165,-1
40,40,28,-1
117,155,209,1
171,171,131,-1
123,162,217,1
66,68,22,-1
2,0,0,-1
76,75,25,-1
174,173,123,-1
77,85,125,1
173,169,121,-1
233,215,232,-1
25,28,13,-1
0,0,0,-1
3,0,188,-1
175,173,125,-1
121,63,51,-1
93,138,219,1
168,165,114,-1
19,19,3,-1
161,173,215,1
137,77,101,-1
69,71,51,-1
174,172,124,-1
40,17,179,-1
96,142,219,1
179,176,132,-1
152,155,110,-1
225,114,122,-1
64,65,23,-1
74,76,30,-1
149,188,255,1
182,168,156,-1
57,104,155,1
172,171,121,-1
48,40,234,-1
165,165,119,-1
147,189,248,1
149,170,231,1
180,175,130,-1
145,184,246,1
174,173,123,-1
77,80,31,-1
202,211,255,1
102,109,159,1
197,197,157,-1
55,56,22,-1
166,164,123,-1
200,198,163,-1
181,182,143,-1
163,181,234,1
172,172,126,-1
179,177,129,-1
65,63,45,-1
178,175,144,-1
123,121,67,-1
17,14,0,-1
142,145,96,-1
58,60,24,-1
114,117,172,1
36,35,7,-1
87,66,229,-1
171,183,237,1
155,153,99,-1
186,186,146,-1
0,255,255,-1
144,147,92,-1
197,197,157,-1
199,212,255,1
78,84,125,1
183,179,130,-1
88,28,22,-1
225,209,202,-1
55,48,51,-1
32,33,7,-1
112,115,170,1
0,128,0,-1
199,197,162,-1
129,129,69,-1
190,189,151,-1
125,156,225,1
132,166,220,1
135,155,186,1
94,89,150,-1
46,103,154,1
129,129,93,-1
141,144,219,-1
196,196,160,-1
150,149,93,-1
91,126,70,-1
52,53,19,-1
16,40,22,-1
0,255,255,-1
185,185,139,-1
113,153,225,1
60,64,23,-1
161,162,130,-1
171,169,121,-1
164,164,116,-1
123,161,215,1
51,53,17,-1
201,199,164,-1
0,128,103,-1
59,61,49,-1
58,99,148,1
60,62,20,-1
175,173,125,-1
127,159,225,1
192,192,152,-1
67,65,17,-1
161,173,227,1
135,136,92,-1
164,161,110,-1
179,173,130,-1
199,197,163,-1
22,22,4,-1
111,146,202,1
111,114,65,-1
159,162,123,-1
39,98,70,-1
69,70,26,-1
90,89,39,-1
162,165,110,-1
201,211,251,1
144,185,128,-1
105,144,212,1
136,139,90,-1
54,56,20,-1
111,113,67,-1
177,174,129,-1
141,139,85,-1
67,69,23,-1
4,4,10,-1
127,133,86,-1
54,55,16,-1
153,94,216,-1
171,187,240,1
52,20,231,-1
181,178,134,-1
114,115,65,-1
62,63,23,-1
154,192,255,1
56,57,13,-1
6,6,0,-1
37,38,29,-1
122,154,219,1
128,167,219,1
1,5,0,-1
11,9,0,-1
165,165,117,-1
74,76,24,-1
4,2,2,-1
179,176,131,-1
176,177,133,-1
107,122,232,-1
42,43,11,-1
148,37,145,-1
203,202,168,-1
53,57,16,-1
13,13,1,-1
255,0,128,-1
197,197,157,-1
154,177,233,1
117,151,210,1
93,87,152,-1
177,175,127,-1
0,102,251,-1
51,55,26,-1
69,70,26,-1
147,188,251,1
130,106,18,-1
58,59,19,-1
14,12,11,-1
115,150,216,1
174,172,124,-1
104,153,223,1
2,2,2,-1
197,140,195,-1
141,161,226,1
118,121,176,1
133,136,86,-1
202,201,163,-1
31,96,70,-1
94,143,219,1
174,172,124,-1
136,166,231,1
176,177,135,-1
174,174,180,-1
156,158,112,-1
187,185,144,-1
179,187,240,1
51,103,163,1
60,121,183,1
146,149,100,-1
25,26,24,-1
112,115,66,-1
185,183,142,-1
53,57,22,-1
109,147,205,1
138,137,81,-1
116,116,68,-1
61,104,155,1
150,151,109,-1
100,148,220,1
149,163,222,1
124,124,70,-1
55,55,25,-1
30,31,5,-1
53,117,182,1
157,156,105,-1
168,168,120,-1
45,68,124,1
116,168,234,1
153,156,117,-1
180,178,137,-1
64,65,21,-1
138,139,89,-1
8,7,9,-1
139,166,217,1
182,178,129,-1
26,42,19,-1
232,161,98,-1
201,199,164,-1
146,72,124,-1
146,188,253,1
115,114,56,-1
74,90,127,1
43,101,150,1
69,167,143,-1
128,132,90,-1
68,70,28,-1
59,124,193,1
157,158,118,-1
32,33,7,-1
95,140,214,1
162,165,126,-1
165,169,133,-1
177,176,126,-1
183,183,137,-1
54,108,169,1
128,144,167,1
111,149,221,1
179,180,170,-1
13,14,10,-1
164,163,112,-1
173,171,123,-1
54,55,16,-1
184,184,138,-1
8,9,0,-1
67,80,136,1
197,194,163,-1
177,174,129,-1
149,152,102,-1
171,170,120,-1
127,177,35,-1
185,202,253,1
59,61,25,-1
143,169,215,1
177,175,127,-1
59,60,20,-1
46,44,187,-1
145,144,86,-1
200,198,163,-1
178,176,128,-1
197,197,157,-1
51,52,18,-1
185,182,138,-1
180,180,134,-1
128,255,255,-1
195,194,160,-1
59,107,171,1
157,159,113,-1
138,139,89,-1
172,170,122,-1
1,135,105,-1
116,155,224,1
127,130,81,-1
142,144,102,-1
179,177,129,-1
184,186,140,-1
119,118,60,-1
177,174,129,-1
95,198,193,-1
53,57,22,-1
131,128,143,-1
175,193,186,-1
159,158,102,-1
149,147,93,-1
53,94,143,1
175,172,127,-1
172,177,132,-1
202,201,163,-1
171,170,120,-1
90,89,31,-1
78,80,38,-1
138,141,92,-1
175,172,128,-1
193,206,252,1
182,180,132,-1
54,117,185,1
157,155,101,-1
114,69,132,-1
16,14,3,-1
59,60,21,-1
180,177,132,-1
175,170,115,-1
58,52,17,-1
180,178,137,-1
146,35,149,-1
170,169,119,-1
93,138,219,1
165,161,113,-1
62,63,21,-1
198,198,158,-1
71,69,29,-1
179,177,129,-1
255,0,128,-1
166,167,117,-1
149,187,251,1
140,139,89,-1
145,146,96,-1
120,68,51,-1
164,162,114,-1
55,55,55,-1
40,42,22,-1
80,180,235,-1
52,53,13,-1
63,64,20,-1
184,182,134,-1
201,200,162,-1
101,100,49,-1
92,87,148,-1
171,187,229,1
56,57,18,-1
91,90,40,-1
100,102,96,-1
163,161,113,-1
174,170,121,-1
188,185,147,-1
185,184,140,-1
53,54,20,-1
177,174,129,-1
101,108,163,1
104,144,202,1
190,189,145,-1
175,172,127,-1
158,176,237,1
146,147,107,-1
128,127,69,-1
197,196,158,-1
128,131,85,-1
60,105,172,1
63,77,130,1
223,207,194,-1
189,188,144,-1
173,190,229,1
116,115,59,-1
160,158,118,-1
195,204,194,-1
154,160,119,-1
5,5,0,-1
49,51,15,-1
131,173,220,1
21,15,2,-1
139,141,89,-1
64,65,21,-1
64,64,64,-1
180,179,135,-1
13,12,0,-1
149,183,122,-1
197,195,160,-1
157,156,100,-1
70,154,99,-1
65,26,242,-1
136,139,90,-1
0,1,0,-1
195,194,156,-1
133,133,133,-1
97,217,216,-1
28,31,15,-1
20,18,0,-1
164,164,116,-1
173,187,235,1
201,200,162,-1
152,193,255,1
166,182,229,1
138,140,88,-1
83,93,133,1
20,206,254,-1
145,158,226,1
150,152,100,-1
52,52,52,-1
198,196,165,-1
31,32,6,-1
54,55,21,-1
193,192,154,-1
195,194,156,-1
140,181,230,1
166,166,118,-1
181,178,134,-1
120,152,217,1
126,123,68,-1
243,231,227,-1
173,172,122,-1
180,180,134,-1
98,145,219,1
200,198,163,-1
100,143,206,1
192,191,147,-1
68,80,128,1
158,193,233,1
129,156,223,1
102,99,48,-1
241,227,221,-1
172,174,128,-1
126,157,226,1
0,188,0,-1
170,169,119,-1
197,196,158,-1
6,5,1,-1
199,199,159,-1
7,1,178,-1
168,189,241,1
0,28,113,-1
128,255,0,-1
200,198,163,-1
150,149,158,-1
122,126,74,-1
102,123,161,1
13,7,2,-1
51,52,18,-1
180,177,132,-1
69,70,28,-1
78,80,34,-1
18,15,1,-1
179,178,134,-1
206,205,171,-1
200,198,163,-1
182,178,137,-1
32,33,7,-1
178,176,128,-1
145,185,250,1
85,80,49,-1
190,190,160,-1
104,62,15,-1
13,11,3,-1
59,61,25,-1
202,212,252,1
184,185,141,-1
201,200,162,-1
146,185,253,1
176,174,126,-1
74,79,124,1
88,175,141,-1
120,157,217,1
156,95,217,-1
30,73,116,1
119,121,175,1
175,176,132,-1
62,66,25,-1
121,154,223,1
63,66,27,-1
44,167,87,-1
15,15,9,-1
158,162,127,-1
123,154,223,1
200,181,176,-1
116,151,219,1
205,204,170,-1
21,21,5,-1
186,184,144,-1
59,110,166,1
177,175,127,-1
60,60,48,-1
176,192,235,1
2,158,34,-1
157,154,110,-1
184,181,136,-1
168,182,231,1
5,3,0,-1
113,75,57,-1
198,198,158,-1
39,40,38,-1
52,52,16,-1
35,34,8,-1
121,154,223,1
178,177,127,-1
195,194,156,-1
139,142,93,-1
255,0,128,-1
153,191,255,1
175,173,125,-1
99,131,197,1
182,178,137,-1
69,70,26,-1
44,96,156,1
136,139,90,-1
54,60,19,-1
161,181,236,1
178,175,130,-1
139,141,89,-1
182,182,142,-1
161,161,125,-1
125,129,87,-1
183,185,196,-1
129,129,129,-1
182,179,135,-1
128,159,50,-1
62,62,22,-1
121,105,153,-1
93,140,222,1
32,65,51,-1
35,37,7,-1
171,168,123,-1
20,17,2,-1
185,183,135,-1
198,198,158,-1
65,87,139,1
48,50,14,-1
123,126,76,-1
41,82,131,1
162,235,227,-1
0,4,82,-1
166,161,128,-1
56,126,193,1
179,177,129,-1
205,204,170,-1
181,178,134,-1
111,149,207,1
178,175,131,-1
14,28,17,-1
132,134,92,-1
113,151,205,1
199,197,163,-1
5,189,5,-1
139,141,89,-1
78,179,234,-1
57,111,166,1
178,211,166,-1
118,117,59,-1
32,33,7,-1
205,203,173,-1
122,161,213,1
14,174,198,-1
157,159,113,-1
156,159,120,-1
46,47,45,-1
18,14,9,-1
187,199,201,-1
99,152,132,-1
190,190,150,-1
164,163,113,-1
72,75,29,-1
186,180,185,-1
102,103,47,-1
199,199,159,-1
30,31,5,-1
178,178,132,-1
21,19,1,-1
179,176,132,-1
179,177,129,-1
161,160,109,-1
50,109,88,-1
182,183,139,-1
116,149,212,1
179,176,132,-1
39,36,21,-1
143,72,128,-1
253,246,243,-1
85,87,35,-1
190,94,130,-1
16,14,3,-1
129,138,205,1
7,5,0,-1
163,169,134,-1
89,87,33,-1
178,175,131,-1
177,176,126,-1
199,198,160,-1
128,194,129,-1
185,184,140,-1
105,110,71,-1
64,68,26,-1
189,187,146,-1
55,60,21,-1
164,162,114,-1
1,1,1,-1
52,54,18,-1
50,69,126,1
151,168,211,1
146,147,97,-1
142,154,160,-1
206,214,254,1
181,175,130,-1
118,122,73,-1
186,187,153,-1
54,46,200,-1
131,137,96,-1
203,202,168,-1
55,60,21,-1
130,162,228,1
50,20,225,-1
200,198,163,-1
179,177,129,-1
47,6,0,-1
173,172,122,-1
151,153,107,-1
52,39,201,-1
102,140,205,1
201,200,162,-1
34,66,35,-1
178,175,130,-1
55,109,170,1
139,140,90,-1
183,181,133,-1
157,160,121,-1
21,19,18,-1
114,229,249,-1
172,170,122,-1
155,157,115,-1
240,166,154,-1
140,143,97,-1
103,109,62,-1
163,165,129,-1
167,166,115,-1
120,121,71,-1
175,136,157,-1
78,36,251,-1
190,108,160,-1
60,57,13,-1
197,195,161,-1
188,155,82,-1
146,147,97,-1
164,164,116,-1
201,199,158,-1
180,179,135,-1
26,115,11,-1
193,193,153,-1
110,145,211,1
34,34,18,-1
82,46,252,-1
145,162,229,1
157,156,100,-1
115,114,56,-1
134,175,224,1
66,70,29,-1
161,164,125,-1
93,141,219,1
175,143,94,-1
55,60,21,-1
199,197,162,-1
130,132,173,-1
65,67,21,-1
114,116,70,-1
73,47,201,-1
175,173,125,-1
127,129,87,-1
197,210,255,1
17,69,46,-1
135,109,79,-1
158,161,111,-1
46,106,166,1
147,148,108,-1
101,94,155,-1
172,168,119,-1
160,186,232,1
179,177,129,-1
26,22,17,-1
128,131,86,-1
90,137,219,1
125,71,54,-1
186,185,141,-1
195,194,156,-1
49,52,13,-1
196,195,157,-1
180,178,138,-1
157,161,126,-1
196,195,161,-1
198,198,158,-1
144,141,133,-1
174,173,122,-1
63,65,29,-1
174,174,138,-1
204,203,169,-1
178,177,133,-1
177,175,127,-1
182,129,209,-1
248,250,250,-1
173,172,122,-1
163,178,227,1
30,35,34,-1
154,161,124,-1
95,147,224,1
126,129,97,-1
139,142,93,-1
109,16,101,-1
148,187,255,1
172,170,122,-1
201,199,164,-1
119,89,18,-1
55,61,20,-1
199,197,163,-1
29,70,43,-1
163,165,119,-1
165,186,247,1
178,179,137,-1
112,152,211,1
170,186,229,1
90,89,61,-1
50,102,162,1
158,178,233,1
146,171,235,1
110,111,55,-1
172,169,125,-1
173,167,120,-1
150,186,255,1
139,159,230,1
186,186,146,-1
4,0,72,-1
160,163,113,-1
174,174,128,-1
119,157,211,1
0,179,0,-1
60,59,21,-1
107,105,51,-1
151,154,105,-1
104,101,46,-1
255,254,255,-1
182,178,137,-1
164,162,114,-1
83,92,130,1
121,153,88,-1
170,170,130,-1
149,150,100,-1
135,135,105,-1
178,175,131,-1
34,33,7,-1
128,133,88,-1
37,36,8,-1
152,163,225,1
101,94,155,-1
151,150,99,-1
152,183,238,1
196,195,157,-1
136,139,90,-1
27,23,4,-1
14,15,0,-1
89,122,168,1
154,153,95,-1
99,96,45,-1
101,155,226,1
11,16,15,-1
163,181,142,-1
115,116,66,-1
2,0,0,-1
25,24,20,-1
189,122,191,-1
200,196,161,-1
76,76,40,-1
168,182,235,1
17,14,0,-1
6,2,1,-1
104,103,52,-1
194,193,155,-1
198,194,159,-1
131,163,45,-1
120,123,73,-1
165,178,230,1
50,51,12,-1
37,40,8,-1
164,163,113,-1
114,117,172,1
171,169,121,-1
166,165,115,-1
205,204,170,-1
55,56,22,-1
172,171,121,-1
55,105,158,1
126,158,224,1
136,139,90,-1
176,175,125,-1
7,7,1,-1
182,179,135,-1
193,193,157,-1
248,250,250,-1
162,176,228,1
80,85,130,1
160,159,115,-1
90,120,185,1
184,182,134,-1
106,117,175,1
57,61,26,-1
197,196,158,-1
163,161,113,-1
185,186,142,-1
108,147,215,1
44,98,153,1
185,184,150,-1
32,33,7,-1
181,179,131,-1
139,139,85,-1
165,165,119,-1
165,164,114,-1
176,174,126,-1
7,5,4,-1
179,177,129,-1
33,35,6,-1
82,77,28,-1
178,175,131,-1
82,51,214,-1
33,34,8,-1
198,198,158,-1
17,33,15,-1
136,139,90,-1
195,198,203,-1
160,162,116,-1
0,255,255,-1
175,173,125,-1
55,56,22,-1
167,166,115,-1
164,162,114,-1
190,188,148,-1
202,212,252,1
91,97,150,1
124,160,224,1
78,85,128,1
144,147,98,-1
187,184,146,-1
177,167,119,-1
200,203,208,-1
58,104,158,1
188,189,150,-1
97,127,182,1
173,172,122,-1
117,119,67,-1
57,117,183,1
146,183,227,1
250,248,190,-1
113,159,217,1
140,140,86,-1
83,28,19,-1
138,140,88,-1
144,143,87,-1
42,45,43,-1
120,128,187,1
164,163,113,-1
181,178,133,-1
190,191,147,-1
201,200,162,-1
203,212,255,1
7,7,7,-1
101,149,227,1
63,63,23,-1
53,58,19,-1
171,170,119,-1
43,44,24,-1
62,62,22,-1
46,42,18,-1
34,35,9,-1
177,174,129,-1
123,163,216,1
140,138,84,-1
15,14,0,-1
232,188,151,-1
163,162,112,-1
152,190,255,1
167,164,113,-1
181,179,131,-1
196,196,160,-1
156,159,120,-1
57,132,201,1
172,171,121,-1
182,179,135,-1
140,173,218,1
184,185,141,-1
156,159,110,-1
164,167,118,-1
73,82,125,1
55,56,22,-1
100,149,219,1
177,176,132,-1
3,24,146,-1
171,170,120,-1
197,123,67,-1
145,163,228,1
12,14,0,-1
41,39,8,-1
223,208,82,-1
137,174,230,1
54,55,15,-1
176,173,129,-1
129,163,217,1
47,53,18,-1
181,178,133,-1
198,198,158,-1
96,95,69,-1
111,132,170,1
171,170,120,-1
14,13,3,-1
167,164,113,-1
146,143,92,-1
53,101,149,1
202,200,165,-1
198,197,159,-1
172,170,122,-1
115,118,86,-1
59,45,203,-1
128,124,71,-1
60,64,23,-1
54,55,21,-1
109,158,226,1
198,197,159,-1
178,176,128,-1
71,74,29,-1
103,140,208,1
95,124,193,1
171,180,123,-1
53,54,20,-1
240,202,170,-1
126,126,78,-1
120,156,216,1
171,186,232,1
172,169,124,-1
104,107,57,-1
38,33,8,-1
53,54,20,-1
207,215,255,1
172,171,121,-1
91,66,246,-1
72,136,54,-1
57,60,21,-1
77,78,38,-1
153,160,217,1
48,101,152,1
201,200,162,-1
94,143,217,1
164,163,113,-1
158,160,114,-1
134,174,223,1
103,104,48,-1
197,195,160,-1
182,178,137,-1
235,222,214,-1
103,120,231,-1
145,146,96,-1
171,170,119,-1
165,163,115,-1
119,157,221,1
89,121,196,1
133,136,97,-1
199,197,162,-1
158,162,126,-1
153,152,96,-1
127,83,89,-1
80,80,44,-1
99,75,239,-1
127,169,228,1
99,146,220,1
177,171,134,-1
89,67,246,-1
79,76,31,-1
20,17,2,-1
61,62,20,-1
53,57,22,-1
128,131,85,-1
107,147,229,1
74,75,55,-1
151,192,255,1
50,51,11,-1
137,149,213,1
55,56,22,-1
178,175,131,-1
140,141,85,-1
99,105,158,1
83,80,52,-1
70,127,189,1
0,2,0,-1
132,132,132,-1
136,138,102,-1
146,145,87,-1
149,182,231,1
147,147,99,-1
177,174,129,-1
182,180,132,-1
109,112,63,-1
18,15,1,-1
6,2,185,-1
83,251,234,-1
110,107,56,-1
178,175,130,-1
2,1,0,-1
138,139,89,-1
79,82,32,-1
64,108,171,1
178,175,131,-1
68,69,25,-1
66,67,23,-1
