@RELATION banknoteAuth_train1


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE class REAL


@DATA
-1.4628,-1.5706,2.4357,0.49826000000000004,1
0.1848,6.5079,2.0133,-0.8724200000000001,-1
-0.2062,9.2207,-3.7044,-6.8103,-1
-2.5463,3.1101,-0.8322799999999999,-3.0358,1
-2.4554,-9.0407,8.862,-0.8698299999999999,1
-2.0662,0.16967000000000002,-1.0054,-0.82975,1
-2.7914,1.7734,6.7756,-0.39915,-1
-1.3274,9.498,2.4408,-5.2689,-1
1.4578,-0.08485,4.1785,0.59136,-1
3.6181,-3.7454,2.8273,-0.71208,-1
3.7831,10.0526,-3.8869,-3.7366,-1
-0.11996,6.8741,0.91995,-0.6694,-1
-1.3946,2.3134,-0.44498999999999994,-1.4905,1
-0.87834,3.2569999999999997,-3.6778,-3.2944,1
-2.484,12.1611,2.8204,-3.7418,-1
-0.7149399999999999,-4.4448,2.2241,0.49826000000000004,1
0.60731,3.9544,-4.772,-4.4853,1
3.7982,10.423,-4.1602,-4.9728,-1
5.8782,5.9409,-2.8544,-0.60863,-1
-4.0214,-12.8006,15.6199,-0.95647,1
-2.3211,3.1660000000000004,-1.0002,-2.7151,1
-5.2406,6.6258,-0.19908,-6.8607,1
3.7022,6.9942,-1.8511,-0.12889,-1
3.9362,10.1622,-3.8235,-4.0172,-1
1.2616,4.4303,-1.3335,-1.7517,-1
0.27451,9.2186,-3.2863,-4.8448,-1
-1.7101,-8.7903,7.9735,-0.45475,1
-1.8076,-8.8131,8.7086,-0.21681999999999998,1
-0.24811,-0.17797000000000002,4.9068,0.15429,-1
-2.7028,1.6327,0.83598,-0.09139299999999999,1
2.0153,1.8479,3.1375,0.42843000000000003,-1
3.6277,0.9829,0.68861,0.63403,-1
-0.83535,0.80494,-1.6411,-0.19225,1
-0.60254,1.7237,-2.1501,-0.77027,1
-0.47465,-4.3496,1.9901,0.7517,1
4.0948,-2.9674,2.3689,0.75429,-1
2.1274,5.1939,-1.7971,-1.1763,-1
2.4527,2.9653,0.20021,-0.056478999999999994,-1
-3.9172,2.6652,0.78886,-0.7819,1
4.0962,10.1891,-3.9323,-4.1827,-1
0.7225199999999999,-0.053811000000000005,5.6703,-1.3509,-1
-2.6864,-0.097265,0.61663,0.061191999999999996,1
-0.12195999999999999,8.8068,0.9456600000000001,-4.2267,-1
-2.7083,-6.8266,7.5339,0.59007,1
-1.7263,-6.0237,5.2419,0.29524,1
-2.8619,4.5193,-0.58123,-4.2629,1
-2.5526,-7.3625,6.9255,-0.66811,1
0.33111,4.5731,2.057,-0.18967,-1
-0.9854,-6.6610000000000005,5.8245,0.5461,1
4.9294,0.27726999999999996,0.20792,0.33662,-1
0.0031201000000000002,-4.0061,1.7956,0.91722,1
1.1811,8.3847,-2.0567,-0.90345,-1
0.94225,5.8561,1.8762,-0.32544,-1
3.5257,1.2829,1.9276,1.7991,-1
3.1836,7.2321,-1.0713,-2.5909,-1
-0.63298,-5.1277,4.5624,1.4797,1
1.1472,3.5985,1.9387,-0.43406000000000006,-1
0.84546,3.4826,-3.6307,-1.3961,1
4.8851,1.5995,-0.00029081,1.6401,-1
-1.5621,-2.2121,4.2591,0.27971999999999997,1
-2.4561,-4.5566,6.4534,-0.056478999999999994,1
3.0948,8.7324,-2.9007,-0.9668200000000001,-1
1.8967,-2.5163,2.8093,-0.79742,-1
-2.6989,12.1984,0.67661,-8.5482,-1
-2.565,-5.7899,6.0122,0.046968,1
1.04,-6.9321,8.2888,-1.2991,-1
-4.1479,7.1225,-0.08340399999999999,-6.4172,1
0.86816,10.2429,-1.4912,-4.0082,-1
-2.9662,-10.3257,8.783999999999999,-2.1138,1
-4.3967,4.9601,-0.6489199999999999,-5.4719,1
-3.8826,4.898,-0.92311,-5.0801,1
2.6799,3.1349,0.34073000000000003,0.5848899999999999,-1
1.7257,-4.4697,8.2219,-1.8073,-1
2.4008,9.3593,-3.3565,-3.3526,-1
4.8451,8.1116,-2.9512,-1.4724,-1
0.21084,9.4359,-0.09454299999999999,-1.859,-1
5.9374,6.1664,-2.5905,-0.36553,-1
4.1927,-3.2674,2.5839,0.21766,-1
-1.8343,-6.5907,5.6429,0.54998,1
4.4295,-2.3507,1.7048,0.90946,-1
3.5761,9.7753,-3.9795,-3.4638,-1
-0.76794,3.4598,-3.4405,-3.4276,1
3.4647,-3.9172,3.9746,0.36119,-1
-1.3,10.2678,-2.9530000000000003,-5.8638,-1
-0.40951,-0.15521,0.060545,-0.08880700000000001,1
-2.2261,12.5398,2.9438,-3.5258,-1
-2.343,12.9516,3.3285,-5.9426,-1
1.3264,1.0326,5.6566,-0.41336999999999996,-1
3.7569999999999997,-5.4236,3.8255,-1.2526,-1
1.1317,3.9647,3.3979,0.84351,-1
-4.2859,8.5234,3.1392,-0.9163899999999999,-1
-2.1234,1.1815,-0.55552,-0.81165,1
-2.9915,-6.6258,8.6521,1.8198,1
-2.9883,0.31245,0.45041000000000003,0.068951,1
-3.3924,3.3564,-0.72004,-3.5233,1
5.7456,10.1808,-4.7857,-4.3366,-1
-1.3971,3.3191,-1.3927,-1.9948,1
0.5393600000000001,3.8944,-4.8166,-4.3418,1
4.5645,-3.6275,2.8684,0.27714,-1
-3.6961,-13.6779,17.5795,-2.6181,1
-4.6338,-12.7509,16.7166,-3.2168,1
2.0962,2.4769,1.9379,-0.040962,-1
-2.3797,-1.4402,1.1273,0.16076,1
-3.6053,-5.974,10.0916,-0.8284600000000001,1
-1.1859,-1.2519,2.2635,0.7723899999999999,1
-3.0201,-0.6725300000000001,2.7056,0.85774,1
-0.09219400000000001,0.39315,-0.32846,-0.13794,1
-2.9019999999999997,-7.6563,11.8318,-0.8426799999999999,1
2.0165,-0.25246,5.1707,1.0763,-1
3.946,6.8514,-1.5443,-0.5582,-1
1.581,0.8690899999999999,-2.3138,0.8241200000000001,1
-0.83121,0.039307,0.053689999999999995,-0.23105,1
1.518,5.6946,0.094818,-0.026737999999999998,-1
3.9772,0.33521,2.2566,2.1625,-1
3.8644,3.7061,0.70403,0.35214,-1
2.7961,2.121,1.8385,0.38316999999999996,-1
-1.9555,0.20692,1.2473,-0.3707,1
3.4663,1.1112,1.7425,1.3388,-1
3.6702,2.9942,0.85141,0.30688000000000004,-1
3.4092,5.4049,-2.5228,-0.8995799999999999,-1
-0.82053,0.65181,-0.48868999999999996,-0.5271600000000001,1
5.1776,8.2316,-3.2511,-1.5694,-1
-1.786,-8.1157,7.0858,-1.2112,1
3.9994,0.90427,1.1693,1.6892,-1
-0.72068,-6.7583,5.8408,0.62369,1
-3.8894,-7.8322,9.8208,0.47498,1
-1.749,-6.332000000000001,6.0987,0.14265999999999998,1
3.5982,7.1307,-1.3035,0.21248000000000003,-1
2.2123,-5.8395,7.7687,-0.8530200000000001,-1
0.51947,-3.2633,3.0895,-0.98492,-1
-1.1313,1.9037,7.5339,1.022,-1
-1.9389,1.5706,0.045979,-1.122,1
-1.2537,10.8803,1.931,-4.3237,-1
5.2868,3.2569999999999997,-1.3721,1.1668,-1
3.5862,-3.0957,2.8093,0.24481,-1
-1.4377,-1.432,2.1144,0.42067,1
0.3798,0.7098,0.7572,-0.4444,-1
-5.0301,7.5032,-0.13396,-7.5034,1
-2.1241,-6.8969,5.5992,-0.47156000000000003,1
1.9476,-4.7738,8.527000000000001,-1.8668,-1
4.0296,2.6756,0.80685,0.7167899999999999,-1
0.6818,4.8504,-5.2133,-6.1043,1
3.3583,10.3567,-3.7301,-3.6991,-1
-0.51003,-0.23590999999999998,0.020273,0.76334,1
3.0242,-3.3378,2.5865,-0.54785,-1
-0.41965,2.9094,-1.7859,-2.2069,1
0.21431,-0.69529,0.8771100000000001,0.29653,1
-0.11715999999999999,0.60422,-0.38587,-0.059065,1
2.888,0.44696,4.5907,-0.24398000000000003,-1
2.1319,-2.0403,2.5574,-0.061652,-1
1.7748,-0.76978,5.5854,1.3039,-1
3.9166,10.2491,-4.0926,-4.4659,-1
2.1265,6.8783,0.44783999999999996,-2.2224,-1
0.81583,4.84,-5.2613,-6.0823,1
2.9233,6.0464,-0.11168,-0.58665,-1
-0.77688,0.13036,-0.031137,-0.35389,1
-3.1366,0.42212,2.6225,-0.064238,1
3.4626,-4.449,3.5427,0.15429,-1
2.8261,9.4007,-3.3034,-1.0509,-1
3.0329,2.2948,2.1135,0.35084,-1
1.8993,7.6625,0.15394000000000002,-3.1108,-1
3.9899,-2.7066,2.3946,0.8629100000000001,-1
-0.3489,3.1929,-3.4054,-3.1832,1
-0.2951,9.0489,-0.52725,-2.0789,-1
4.2586,11.2962,-4.0943,-4.3457,-1
-2.3242,11.5176,1.8231,-5.375,-1
3.6289,0.8132199999999999,1.6277,0.77627,-1
3.6922,-3.9585,4.3439,1.3517,-1
-2.1668,1.5933,0.045122,-1.6780000000000002,1
-1.8391,-9.0883,9.2416,-0.10432000000000001,1
-3.5895,-6.572,10.5251,-0.16380999999999998,1
1.3638,-4.7759,8.4182,-1.8836,-1
-2.6286,0.18002,1.7956,0.97282,1
-0.2062,9.2207,-3.7044,-6.8103,-1
3.1887,-3.4143,2.7742,-0.2026,-1
0.3292,-4.4552,4.5718,-0.9888,-1
-0.36038000000000003,4.1158,3.1143,-0.37199,-1
0.61652,3.8944,-4.7275,-4.3948,1
-5.3857,9.1214,-0.41928999999999994,-5.9181,1
-3.5985,-13.6593,17.6052,-2.4927,1
-0.59587,2.4811,-2.8673,-0.89828,1
3.5189,6.332000000000001,-1.7791,-0.020273,-1
-6.9599,8.9931,0.2182,-4.572,1
-0.39816,5.9781,1.3912,-1.1621,-1
1.3183,1.9017,-3.3111,0.065071,1
-2.2811,-0.85669,2.7185,0.044382,1
-1.9458,11.2217,1.9079,-3.4405,-1
-3.5180000000000002,2.8763,0.1548,-1.2086,1
-2.0962,-7.1059,6.6188,-0.33708,1
3.0009,5.8126,-2.2306,-0.6655300000000001,-1
3.2403,-3.7082,5.2804,0.41291000000000005,-1
-5.2049,7.2589999999999995,0.070827,-7.3004,1
2.5328,7.528,-0.41928999999999994,-2.6478,-1
0.9270299999999999,9.4318,-0.66263,-1.6728,-1
2.8523,9.0096,-3.761,-3.3371,-1
-1.4454,-8.4385,8.8483,0.9689399999999999,1
-6.7387,6.9879,0.67833,-7.5887,1
-0.7056,8.7241,2.2215,-4.5965,-1
0.3223,-0.8980799999999999,8.0883,0.69222,-1
1.6426,3.0149,0.22849,-0.147,-1
-1.239,-6.541,4.8151,-0.033204000000000004,1
2.2546,8.0992,-0.24877,-3.2698,-1
2.3136,10.6651,-3.5288,-4.7672,-1
3.5156,10.1891,-4.2759,-4.978,-1
-0.16682,5.8974,0.49838999999999994,-0.70044,-1
-0.10234,1.8189,-2.2169,-0.56725,1
3.4246,-0.14693,0.80342,0.29136,-1
1.7747,-6.4334,8.15,-0.89828,-1
2.2893,3.733,0.6312,-0.39786,-1
-1.9667,11.8052,-0.40471999999999997,-7.8719,-1
2.9695,5.6222,0.27560999999999997,-1.1556,-1
4.6361,-2.6611,2.8358,1.1991,-1
1.5673,7.9274,-0.056842,-2.1694,-1
0.049175,6.1437,1.7828,-0.72113,-1
0.38251,6.8121,1.8128,-0.61251,-1
3.866,-2.6383,1.9242,0.10645,-1
0.3798,0.7098,0.7572,-0.4444,-1
4.0680000000000005,-2.9363,2.1992,0.50084,-1
2.8297,6.3485,-0.73546,-0.58665,-1
0.77805,6.6424,-1.1425,-1.0573,-1
2.1721,-0.73874,5.4672,-0.7237100000000001,-1
-2.3629,-0.10554000000000001,1.9336,1.1358,1
0.6005,1.9327,-3.2888,-0.32415,1
-0.048007999999999995,-1.6037,8.4756,0.75558,-1
2.4391,6.4417,-0.80743,-0.69139,-1
-1.8584,7.886,-1.6643,-1.8384,-1
-6.3679,8.0102,0.4247,-3.2207,1
3.6244,1.4609,1.3501,1.9284,-1
5.1302,8.6703,-2.8913,-1.5086,-1
-1.5055,0.070346,6.8681,-0.50648,-1
-1.0401,9.3987,0.85998,-5.3336,-1
4.5459,8.1674,-2.4586,-1.4621,-1
-3.2051,-0.14279,0.97565,0.045675,1
-0.28696,3.1784,-3.5767,-3.1896,1
3.9414,-3.2902,3.1674,1.0866,-1
2.3952,9.5083,-3.1783,-3.0086,-1
5.7867,7.8902,-2.6196,-0.48708,-1
5.2012,0.32694,0.17965,1.1797,-1
1.645,7.8612,-0.87598,-3.5569,-1
-1.8215,2.7521,-0.7226100000000001,-2.353,1
-1.2792,2.1376,-0.47584,-1.3974,1
4.0047,0.45937,1.3621,1.6181,-1
4.1654,-3.4495,3.6430000000000002,1.0879,-1
