@RELATION banknoteAuthtest


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE class REAL


@DATA
-1.8046,-6.8141,6.7019,1.1681,1
-2.3675,-0.43663,1.692,-0.43018,1
-2.9498,-8.273,10.2646,1.1629,1
0.017269999999999997,8.693,1.3989,-3.9668,-1
5.3586,3.7557,-1.7345,1.0789,-1
0.40614,1.3492,-1.4501,-0.5594899999999999,1
-1.1804,11.5093,0.15565,-6.8194,-1
4.2458,1.1981,0.66633,0.94696,-1
2.108,6.7955,-0.1708,0.4905,-1
-1.2786,-2.4087,4.5735,0.47626999999999997,1
-1.6637,3.2881,-2.2701,-2.2224,1
0.24261,0.57318,-1.9402,0.44006999999999996,1
-3.4605,2.6901,0.16165,-1.0224,1
2.805,0.5773199999999999,1.3424,1.2133,-1
1.1166,8.6496,-0.96252,-1.8112,-1
-0.38388,-1.0471,8.0514,0.49567,-1
-2.0066,-6.718999999999999,9.0162,0.099985,1
-0.69745,-1.7672,-0.34474,-0.12372000000000001,1
2.7296,2.8701,0.5112399999999999,0.5099,-1
-3.3604,-0.32696,2.1324,0.6017,1
5.6084,10.3009,-4.8003,-4.3534,-1
-3.5798,0.45937,2.3457,-0.45733999999999997,1
-3.3884,-8.215,10.3315,0.98187,1
2.6213,5.7919,0.06568600000000001,-1.5759,-1
4.2406,-2.4852,1.608,0.7155,-1
-0.11782999999999999,-1.5789,8.03,-0.028031,-1
0.37637,-0.82358,0.7854300000000001,0.74524,1
-1.5768,10.843,2.5462,-2.9362,-1
-1.3414,-2.0776,2.8093,0.60688,1
0.44125,2.9487,4.3225,0.7155,-1
-2.0754,1.2767,-0.6420600000000001,-1.2642,1
-0.69572,8.6165,1.8419,-4.3289,-1
-1.2528,10.2036,2.1787,-5.6038,-1
-0.8471,3.1329,-3.0112,-2.9388,1
1.5691,6.3465,-0.1828,-2.4099,-1
0.54777,10.3754,-1.5435,-4.1633,-1
3.2704,6.9321,-1.0456,0.23446999999999998,-1
2.7161,-4.2006,4.1914,0.16981,-1
-3.6817,3.2239,-0.69347,-3.4004,1
-2.7419,11.4038,2.5394,-5.5793,-1
-1.6176,1.0926,-0.35502,-0.59958,1
3.9121,2.9735,0.9285200000000001,0.60558,-1
-3.8952,3.8157,-0.31304,-3.8194,1
4.0026,-3.5943,3.5573,0.26809,-1
1.0182,9.109,-0.62064,-1.7129,-1
-2.4349,-9.2497,8.9922,-0.5000100000000001,1
3.5594,1.3078,1.291,1.6556,-1
3.7731,7.2073,-1.6814,-0.94742,-1
-1.8219,-6.8824,5.4681,0.057313,1
-3.5916,-6.2285,10.2389,-1.1543,1
4.1529,-3.9358,2.8633,-0.017686,-1
3.4769,-0.15314,2.53,2.4495,-1
3.2718,1.7837,2.1161,0.61334,-1
3.9292,-2.9156,2.2129,0.30817,-1
2.3718,7.4908,0.015989,-1.7414,-1
0.007124899999999999,8.3661,0.50781,-3.8155,-1
-1.8448,1.254,0.27218000000000003,-1.0728,1
-1.9409,-8.6848,9.155,0.9404899999999999,1
-6.1632,8.7096,-0.21620999999999999,-3.6345,1
-1.3885,12.5026,0.69118,-7.5487,-1
-1.3414,-1.9162,-0.15538,-0.11984000000000002,1
0.8135600000000001,9.1566,-2.1492,-4.1814,-1
-1.8387,-6.301,5.6506,0.19567,1
-4.3876,-7.7267,11.9655,-1.4543,1
2.3066,3.5364,0.5755100000000001,0.41938000000000003,-1
-0.60975,-4.002,1.8471,0.6017,1
3.5458,9.3718,-4.0351,-3.9564,-1
1.5478,9.1814,-1.6326,-1.7375,-1
-0.97325,-6.4168,5.6026,1.0323,1
-3.3203,-0.026910000000000003,2.9618,-0.44958000000000004,1
1.5268,-5.5871,8.6564,-1.722,-1
2.7206,9.0821,-3.3111,-0.96811,-1
2.9742,8.96,-2.9024,-1.0379,-1
1.6988,2.9094,2.9044,0.11033,-1
3.2303,7.8384,-3.5348,-1.2151,-1
-1.9922,11.6542,2.6542,-5.2107,-1
-2.8267,-9.0407,9.0694,-0.9823299999999999,1
2.2634,-4.4862,3.6558,-0.61251,-1
-1.4375,-1.8624,4.026,0.5512699999999999,1
4.9362,7.6046,-2.3429,-0.8530200000000001,-1
1.7317,-0.34765,4.1905,-0.9913799999999999,-1
4.2478,7.6956,-2.7696,-1.0767,-1
0.66191,9.6594,-0.28819,-1.6638,-1
-4.2932,3.3419,0.77258,-0.99785,1
3.6216,8.6661,-2.8073,-0.44698999999999994,-1
5.0214,8.0764,-3.0515,-1.7155,-1
-1.1497,1.2954,7.7010000000000005,0.62627,-1
0.3434,0.12415,-0.28733000000000003,0.14654,1
0.8329200000000001,7.5404,0.65005,-0.9254399999999999,-1
-2.7723,3.2777,-0.9351,-3.1457,1
2.1059,7.6046,-0.47755,-1.8461,-1
-1.4904,-2.2183,1.6054,0.89394,1
-2.1674,0.12415,-1.0465,-0.86208,1
2.2526,9.9636,-3.1749,-2.9944,-1
3.8584,0.78425,1.1033,1.7008,-1
-1.1022,-5.8395,4.5641,0.68705,1
4.1349,6.1189,-2.4294,-0.19613,-1
-2.6685,-10.4519,9.1139,-1.7323,1
-4.4018,-12.9371,15.6559,-1.6806,1
0.5706,-0.0248,1.2421,-0.5621,-1
1.0194,1.1029,-2.3,0.59395,1
-0.36372,3.0439,-3.4816,-2.7836,1
0.8620200000000001,2.6963,4.2908,0.5473899999999999,-1
-0.52645,-0.24831999999999999,-0.45613000000000004,0.41938000000000003,1
1.0552,1.1857,-2.6411,0.11033,1
-1.8782,-6.5865,4.8486,-0.021566,1
4.9852,8.3516,-2.5425,-1.2823,-1
-2.3142,-0.68494,1.9833,-0.44828999999999997,1
-0.40804,0.54214,-0.52725,0.6586,1
-1.6662,-0.30005,1.4238,0.024986,1
-5.1216,-5.3118,10.3846,-1.0612,1
-0.062025,6.1975,1.099,-1.131,-1
3.4591,11.112,-4.2039,-5.0931,-1
3.3299,0.91254,1.5806,0.39352,-1
4.0422,-4.391,4.7466,1.137,-1
0.29961,7.1328,-0.31475,-1.1828,-1
-0.8980899999999999,-4.4862,2.2009,0.50731,1
3.5251,0.7201,1.6928,0.6443800000000001,-1
4.9923,7.8653,-2.3515,-0.7198399999999999,-1
4.3483,11.1079,-4.0857,-4.2539,-1
1.9818,9.2621,-3.5210000000000004,-1.8719999999999999,-1
-3.8858,-12.8461,12.7957,-3.1353,1
-1.8969,-6.7893,5.2761,-0.32544,1
5.438,9.4669,-4.9417,-3.9202,-1
3.2294,7.7391,-0.37816,-2.5405,-1
2.6463,-4.8152,6.3549,0.003003,-1
2.5581,2.6218,1.8513,0.40257,-1
3.8027,0.81529,2.1041,1.0245,-1
2.9939999999999998,7.2011,-1.2153,0.3211,-1
4.1454,7.257000000000001,-1.9153,-0.8607799999999999,-1
2.6881,6.0195,-0.46641000000000005,-0.6926800000000001,-1
2.7744,6.8576,-1.0671,0.075416,-1
-1.6641,-1.3678,1.9969999999999999,0.52283,1
-0.82601,2.9611,-1.2864,-1.4647,1
1.9321,6.0423,0.26019000000000003,-2.053,-1
0.20215999999999998,1.9182,-3.2828,-0.61768,1
-3.9933,2.6218,0.62863,-1.1595,1
-1.5681,-7.2446,6.5537,-0.1276,1
-2.3983,12.606,2.9464,-5.7888,-1
1.6799,4.2068,-4.5398,-2.3931,1
1.5514,3.8013,-4.9143,-3.7483,1
-1.6029,-0.38903000000000004,1.62,1.9103,1
3.4312,6.2637,-1.9513,-0.36165,-1
0.55298,-3.4619,1.7048,1.1008,1
3.2422,6.2265,0.12224000000000002,-1.4466,-1
-2.9146,4.0537,-0.45698999999999995,-4.0327,1
0.8829799999999999,0.66009,6.0096,-0.43277,-1
-3.6227,3.9958,-0.35845,-3.9047,1
-4.577,3.4515,0.66719,-0.94742,1
1.2706,8.035,-0.19651,-2.1888,-1
-3.0,-9.1566,9.5766,-0.73018,1
-2.5961,-9.349,9.7942,-0.28018000000000004,1
-3.3582,-7.2404,11.4419,-0.57113,1
4.0215,-2.1914,2.4648,1.1409,-1
0.14783,7.946000000000001,1.0742,-3.3409,-1
1.1640000000000001,3.9130000000000003,-4.5544,-3.8672,1
3.4916,8.5709,-3.0326,-0.59182,-1
5.807,5.0097,-2.2384,0.43878,-1
-2.9098,-10.0712,8.4156,-1.9948,1
1.6472,0.48213,4.7449,1.225,-1
-1.3887,-4.8773,6.4774,0.34179,1
1.9358,8.1654,-0.023425,-2.2586,-1
5.0185,8.5978,-2.9375,-1.281,-1
0.48796999999999996,3.5674,-4.3882,-3.8116,1
-1.1188,3.3357,-1.3455,-1.9573,1
3.6575,7.2797,-2.2692,-1.1440000000000001,-1
-2.0046,-0.49456999999999995,1.3330000000000002,1.6543,1
0.75736,3.0294,2.9164,-0.068117,-1
4.6765,-3.3895,3.4896,1.4771,-1
0.16358,-3.3584,1.3749,1.3569,1
5.0297,-4.9704,3.5025,-0.23751,-1
-0.28015,3.0729,-3.3857,-2.9155,1
-0.88728,2.8080000000000003,-3.1432,-1.2035,1
-1.4174,-2.2535,1.518,0.6198100000000001,1
-3.1423,-13.0365,15.6773,-0.66165,1
-1.6001,-9.5828,9.4044,0.08188200000000001,1
2.7213,7.05,-0.58808,0.41808999999999996,-1
-0.89569,3.0025,-3.6067,-3.4457,1
4.0932,5.4132,-1.8219,0.23576,-1
-1.9177,11.6894,2.5454,-3.2763,-1
2.4486,-6.3175,7.9632,0.20601999999999998,-1
1.105,7.4432,0.41098999999999997,-3.0332,-1
3.0672,-4.4117,3.8238,-0.81682,-1
0.5734,9.1938,-0.9094,-1.8719999999999999,-1
-2.258,-9.3263,9.3727,-0.85949,1
3.5358,6.7086,-0.81857,0.47886000000000006,-1
-2.0149,3.6874,-1.9385,-3.8918,1
-0.8172,3.3812,-3.6684,-3.4560000000000004,1
3.2697,-4.3414,3.6884,-0.29829,-1
-2.1405,-0.16762,1.321,-0.20906,1
0.066129,2.4914,-2.9401,-0.62156,1
-3.7181,-8.5089,12.363,-0.9551799999999999,1
-2.5346,-0.7739199999999999,3.3602,0.0017100000000000001,1
1.4806,7.6377,-2.7876,-1.0341,-1
-3.793,-12.7095,12.7957,-2.825,1
0.15423,0.11794,-1.6823,0.59524,1
-3.9698,3.6812,-0.6000800000000001,-4.0133,1
-0.41645,0.32487,-0.33616999999999997,-0.36036,1
-1.9116,-6.1603,5.606,0.48533000000000004,1
-0.9131799999999999,-2.0113,-0.19565,0.066365,1
4.5707,7.2094,-3.2794,-1.4944,-1
1.0191,2.33,4.9334,0.82929,-1
-1.6677,-7.1535,7.8929,0.96765,1
-2.6406,-4.4159,5.983,-0.13924,1
1.7875,4.78,-5.1362,-3.2362,1
4.364,-3.1039,2.3757,0.78532,-1
-3.9297,-6.0816,10.0958,-1.0147,1
4.1605,11.2196,-3.6136,-4.0819,-1
4.1542,7.2756,-2.4766,-1.2099,-1
-2.4835,-7.4494,6.8964,-0.64484,1
-2.5419,-0.65804,2.6842,1.1952,1
0.74307,11.17,-1.3824,-4.0728,-1
2.5367,2.5989999999999998,2.0938,0.20085,-1
2.0421,1.2436,4.2171,0.9042899999999999,-1
0.87603,6.8141,0.84198,-0.17156,-1
0.5195,-3.2633,3.0895,-0.9849,-1
2.2279,4.0951,-4.8037,-2.1112,1
3.8417,10.0215,-4.2699,-4.9159,-1
-2.1059,1.1815,-0.5332399999999999,-0.82716,1
4.8368,10.0132,-4.3239,-4.3276,-1
-2.3409999999999997,12.3784,0.70403,-7.5836,-1
-6.4247,9.5311,0.022844,-6.8517,1
0.7589600000000001,0.29175999999999996,-1.6506,0.83834,1
0.27331,4.8773,-4.9194,-5.8198,1
-3.3863,-12.9889,13.0545,-2.7202,1
-1.48,-10.5244,9.9176,-0.5026,1
-6.3979,6.4479,1.0836,-6.6176,1
0.26877,4.987,-5.1508,-6.3913,1
1.0235,6.901,-2.0062,-2.7125,-1
1.6349,3.286,2.8753,0.08705399999999999,-1
-0.94255,0.039307,-0.24191999999999997,0.31593000000000004,1
-3.8483,-12.8047,15.6824,-1.281,1
-0.21394000000000002,-0.68287,0.096532,1.1965,1
0.7712399999999999,9.0862,-1.2281,-1.4996,-1
-4.3773,-5.5167,10.939,-0.4082,1
1.2999,2.5762,2.0107,-0.18967,-1
-1.8411,10.8306,2.7689999999999997,-3.0901,-1
5.2423,11.0272,-4.353,-4.1013,-1
3.884,10.0277,-3.9298,-4.0819,-1
-0.36025,-4.449,2.1067,0.9430799999999999,1
-2.4198,-0.24418,0.7014600000000001,0.41808999999999996,1
-2.3221,-9.3304,9.232999999999999,-0.79871,1
1.8533,6.1458,1.0176,-2.0401,-1
4.1665,-0.4449,0.23448000000000002,0.27843,-1
-1.5228,-6.4789,5.7568,0.87325,1
-2.0759,10.8223,2.6439,-4.837,-1
1.2247,8.7779,-2.2135,-0.80647,-1
4.5691,-4.4552,3.1769,0.004296100000000001,-1
3.9663,10.1684,-4.1131,-4.6056,-1
0.4283,-0.94981,-1.0731,0.3211,1
4.2164,9.4607,-4.9288,-5.2366,-1
-2.2987,-5.227,5.63,0.91722,1
-0.1269,-1.1505,-0.9513799999999999,0.57843,1
4.6160000000000005,10.1788,-4.2185,-4.4245,-1
5.2756,0.13863,0.12138,1.1435,-1
-2.2623,12.1177,0.28846,-7.7581,-1
-2.5665,-6.8824,7.5416,0.7077399999999999,1
-5.3012,7.3915,0.029699,-7.3987,1
-1.979,3.2301,-1.3575,-2.5819,1
5.1321,-0.031048000000000003,0.32616,1.1151,-1
0.5195,-3.2633,3.0895,-0.9849,-1
