@RELATION banknoteAuth_train2


@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE class REAL


@DATA
-2.5912,-0.10554000000000001,1.2798,1.0414,1
2.6606,3.1681,1.9619,0.18662,-1
-1.6244,-6.3444,4.6575,0.16981,1
-0.75793,2.5349,-3.0464,-1.2629,1
-2.4824,-7.3046,6.8389999999999995,-0.59053,1
-2.2527,11.5321,2.5899,-3.2737,-1
0.5706,-0.0248,1.2421,-0.5621,-1
1.742,-4.809,8.2142,-2.0659,-1
-4.1958,-8.1819,12.1291,-1.6017,1
3.8999,1.734,1.6011,0.96765,-1
-3.8053,2.4273,0.6809,-1.0871,1
-1.6952,1.0657,8.8294,0.94955,-1
-0.45061999999999997,-1.3678,7.0858,-0.40303,-1
-1.2576,1.5892,7.0078,0.42455,-1
-0.62043,0.5587,-0.38587,-0.66423,1
-3.5359,0.30417,0.6569,-0.2957,1
-1.0833,-0.31246999999999997,1.2815,0.41291000000000005,1
4.052,-0.16555,0.45383,0.51248,-1
-6.2815,6.6651,0.52581,-7.0107,1
4.1425,-3.6792,3.8281,1.6297,-1
-0.016103,9.7484,0.15394000000000002,-1.6134,-1
-3.3458,-0.5049100000000001,2.6328,0.53705,1
4.5679,3.1929,-2.1055,0.29653,-1
3.0333,-2.5928,2.3183,0.303,-1
0.33565,6.8369,0.69718,-0.55691,-1
-1.6386,3.3584,-1.7302,-3.5646,1
-1.1667,-1.4237,2.9241,0.6611899999999999,1
-2.0529,3.8385,-0.7954399999999999,-1.2138,1
-1.4446,2.1438,-0.47241000000000005,-1.6677,1
-4.1429,2.7749,0.68261,-0.7198399999999999,1
4.7926,1.7071,-0.051701,1.4926,-1
-0.39416,-0.020702,-0.06626699999999999,-0.44698999999999994,1
1.8205,6.7562,0.0099913,0.39481,-1
-3.3125,0.10139,0.55323,-0.2957,1
-2.1786,-6.4479,6.0344,-0.20776999999999998,1
3.9102,6.065,-2.4534,-0.68234,-1
0.58982,7.4266,1.2353,-2.9595,-1
0.11592000000000001,3.2219,-3.4302,-2.8457,1
-1.7104,-4.7780000000000005,6.2109,0.3974,1
2.6415,7.586,-0.28562,-1.6677,-1
5.7353,5.2808,-2.2598,0.075416,-1
4.7285,2.1065,-0.28305,1.5625,-1
0.2952,4.8856,-5.149,-6.2323,1
1.0637,3.6957,-4.1594,-1.9379,1
-0.9358700000000001,-5.1008,4.5367,1.3866,1
0.9297,-3.7971,4.6429,-0.2957,-1
4.2756,-2.6528,2.1375,0.94437,-1
-1.2667,2.8183,-2.426,-1.8862,1
5.0429,-0.52974,0.50439,1.1059999999999999,-1
2.4859999999999998,-0.9953299999999999,5.3404,-0.15475,-1
-2.3299,-9.9532,8.4756,-1.8733,1
0.30080999999999997,0.17381,-1.7542,0.48921000000000003,1
-1.7599,11.9211,2.6756,-3.3241,-1
2.9856,7.2673,-0.409,-2.2431,-1
3.8969,7.4163,-1.8245,0.14007,-1
0.3798,0.7098,0.7572,-0.4444,-1
-5.1661,8.0433,0.044265,-4.4983,1
4.0552,-2.4583,2.2806,1.0323,-1
-2.2625,-0.099335,2.8127,0.48662,1
3.7798,-3.3109,2.6491,0.066365,-1
2.0911,0.94358,4.5512,1.234,-1
1.3562,3.2136,4.3465,0.78662,-1
0.5706,-0.024841,1.2421,-0.56208,-1
-1.4217,11.6542,-0.057699,-7.1025,-1
5.2620000000000005,3.9834,-1.5572,1.0103,-1
2.4673,1.3926,1.7125,0.41421,-1
-1.4427,3.2922,-1.9702,-3.4392,1
0.5593899999999999,-0.3104,0.18307,0.44653000000000004,1
0.17346,7.8695,0.26876,-3.7883,-1
-1.2568,-1.4733,2.8718,0.44653000000000004,1
-6.5084,8.7696,0.23190999999999998,-3.937,1
-0.0012852,0.13863,-0.19651,0.0081754,1
-1.0941,2.3072,-2.5237,-1.4453,1
0.56953,7.6294,1.5754,-3.2233,-1
1.6032,-4.7863,8.5193,-2.1203,-1
0.89566,7.7763,-2.7473,-1.9353,-1
2.9719,6.8369,-0.2702,0.71291,-1
2.8521,9.171,-3.6461,-1.2047,-1
-3.5060000000000002,-12.5667,15.1606,-0.75216,1
0.045304000000000004,6.7334,1.0708,-0.9332,-1
1.1432,-3.7413,5.5777,-0.63578,-1
1.7425,3.6833,-4.0129,-1.7207,1
4.0632,3.5839999999999996,0.72545,0.39481,-1
2.6104,8.0081,-0.23592,-1.7608,-1
3.7767,9.7794,-3.9075,-3.5323,-1
-3.4083,4.8587,-0.76888,-4.8668,1
-4.2249,6.2699,0.15822,-5.5457,1
-4.1244,3.7909,-0.6532,-4.1802,1
1.6019999999999999,6.1251,0.5292399999999999,0.47886000000000006,-1
4.7965,6.9859,-1.9967,-0.35001,-1
2.8232,10.8513,-3.1466,-3.9784,-1
3.8481,10.1539,-3.8561,-4.2228,-1
3.9529,-2.3548,2.3792,0.48273999999999995,-1
-3.7503,-13.4586,17.5932,-2.7771,1
5.4944,1.5478,0.041694,1.9284,-1
-3.2692,-12.7406,15.5573,-0.14182,1
-3.551,1.8955,0.1865,-2.4409,1
-0.16735,7.6274,1.2061,-3.6241,-1
-5.6370000000000005,8.1261,0.13080999999999998,-5.0142,1
4.7432,2.1086,0.1368,1.6543,-1
2.9163,10.8306,-3.3437,-4.122,-1
0.47368000000000005,3.3605,-4.5064,-4.0431,1
4.8272,3.0687,0.68604,0.8073100000000001,-1
-0.55355,-7.9233,6.7156,0.7439399999999999,1
-1.9725,2.8825,-2.3086,-2.3724,1
0.33325,3.3108,-4.5081,-4.012,1
3.9262,6.0299,-2.0156,-0.06553099999999999,-1
-0.53072,-0.097265,-0.21793,1.0426,1
1.8373,6.1292,0.8402700000000001,0.55257,-1
-2.7908,-5.7133,5.952999999999999,0.45946000000000004,1
1.9409999999999998,0.46351000000000003,4.6472,1.0879,-1
1.0284,9.767000000000001,-1.3687,-1.7853,-1
-4.4775,-13.0303,17.0834,-3.0345,1
-5.4901,9.1048,-0.38758000000000004,-5.9763,1
-4.7462,3.1205,1.075,-1.2966,1
6.8248,5.2187,-2.5425,0.5461,-1
-4.7331,-6.1789,11.388,-1.0741,1
-0.53966,7.3273,0.46583,-1.4543,-1
4.4069,10.9072,-4.5775,-4.4271,-1
-1.3,10.2678,-2.9530000000000003,-5.8638,-1
-1.1005,-7.2508,6.0139,0.36895,1
-1.7781,0.8546,7.1303,0.027572000000000003,-1
1.3518,1.0595,-2.3437,0.39998,1
-1.7582,2.7397,-2.5323,-2.234,1
-3.9411,-12.8792,13.0597,-3.3125,1
-2.5701,-6.8452,8.9999,2.1353,1
-2.5724,-0.9560200000000001,2.7073,-0.16639,1
0.9670799999999999,3.8426,-4.9314,-4.1323,1
-4.4779,7.3708,-0.31218,-6.7754,1
3.4805,9.7008,-3.7541,-3.4379,-1
2.5817,9.7546,-3.1749,-2.9957,-1
3.6077,6.8576,-1.1622,0.28231,-1
3.1452,5.825,-0.51439,-1.4944,-1
-1.8584,7.886,-1.6643,-1.8384,-1
-4.8426,-4.9932,10.4052,-0.53104,1
0.22432,-0.52147,-0.40386,1.2017,1
1.9157,6.0816,0.23705,-2.0116,-1
-2.3361,11.9604,3.0835,-5.4435,-1
0.11805999999999998,0.39108000000000004,-0.9822299999999999,0.42843000000000003,1
-2.9672,-13.2869,13.4727,-2.6271,1
0.4339,5.5395,2.033,-0.40431999999999996,-1
4.0215,-2.7004,2.4957,0.36635999999999996,-1
3.1557,2.8908,0.5969300000000001,0.79825,-1
1.5701,7.9129,0.29018,-2.1953,-1
-2.0336,-1.4092,1.1582,0.36507,1
-2.6649,-12.812999999999999,12.6689,-1.9082,1
2.2034,5.9947,0.53009,0.84998,-1
3.5438,1.2395,1.9969999999999999,2.1547,-1
3.9719,1.0367,0.75973,1.0013,-1
3.8244,-3.1081,2.4537,0.5202399999999999,-1
-3.0986,-10.4602,8.9717,-2.3427,1
-0.77995,3.2322,-3.282,-3.1004,1
5.2032,3.5116,-1.2538,1.0129,-1
2.6718,5.6574,0.7297399999999999,-1.4892,-1
3.5288,0.71596,1.9507,1.9375,-1
-1.7015,-0.010356,-0.9933700000000001,-0.53104,1
1.8384,6.063,0.54723,0.51248,-1
-2.0897,10.8265,2.3603,-3.4198,-1
-6.5773,6.8017,0.85483,-7.5344,1
3.9479,-3.7723,2.883,0.019813,-1
-1.8030000000000002,11.8818,2.0458,-5.2728,-1
0.88992,2.2638,-3.1046,-0.11855,1
-4.2091,4.7283,-0.49126000000000003,-5.2159,1
5.681,7.795,-2.6848,-0.9254399999999999,-1
-2.588,3.8654,-0.3336,-1.2797,1
0.5746100000000001,10.1105,-1.6917,-4.3922,-1
-0.98193,2.7956,-1.2341,-1.5668,1
2.0597,-0.99326,5.2119,-0.29312,-1
1.4507,8.7903,-2.2324,-0.65259,-1
3.2032,5.7588,-0.75345,-0.61251,-1
-0.86339,1.9348,-2.3729,-1.0897,1
-2.4115,-9.1359,9.3444,-0.65259,1
1.5902,2.2948,3.2403,0.18404,-1
-1.3931,1.5664,7.5382,0.78403,-1
